;page;arrêt;date;juridiction
681;700;   Attendu que si le droit de surenchère   comme Je droit de faire vendre les biens d'un débiteur qui ne paie pas ses dettes  résulte de la loi positive  et ne peut être exercé que dans lès cas el selon les formes qui sont tracées par la loi écrite  ce droit de surenchère n'en est pas moins Un droit général pour la matière à laquelle il s'applique  puisque l'épreuve de la surenchère a été admise pour toutes les ventes judiciaires   que c'esl par l'effet d'une appréciation inexacte  dé la nature du droil de surenchère qu'on l'a considéré comme un droit exceptionnel    Attendu que les mêmes raisons qui ont fait admettre la surenchère dans le cas dis ventes judiciaires  s'appliquent au cas de la vente sur folle enchère  qu'en effet  lorsque la vente n'esl pas exécutée  et qu'il est procédé à la vente sur folle enchère  la première vente est anéantie  elle est considérée comme n'ayant jamais eu d'existence  il ne reste de celte première vente qu'un fait  envisagé comme un quasidélit et pouvant donner lieu contre son auteur à des dommagesintérêts  avec contrainte personnelle  dans la mesure de la différence du prix de la vente résolue à celui de l'adjudication sur folle enchère   et ce qui prouve que la première vente n'a plus d'existence  c'est que l'expropriation continue à êlre poursuivie conlre le saisi et non contre l'adjudicataire   que si le prix de l'adjudication dépasse le prix de la première venle  l'excédant appartient au saisi ou à ses créanciers  et le fol enchérisseur n'y a aucun droit  dans aucune hypothèse  que le fisc ne perçoit qu'undroit de mutation    Attendu que l'adjudication  résolue pour défaut d'exécur(1) d'exécur(1) doctrine contraire  qui réunit jusqu'à présent lo plus grand nombre d'autorités  a élé consacrée parles arrêts suivans   Nîmes  26 fév  1812 (Collect  nouv  4 2 48)   Lyon  20 août 1828 (S  29 2 68   C  n  9 2  141)  Montpellier  18 nov  1850 (Vol  1831 2 518)  et elle est enseignée par M  ;ranlon, lom. 18, n. 4;81 i
683;702;"LA COUR    Attendu que le jugement obtenu par les époux Chàrdinô contre Leroux établissait en leur faveur un litre dont là réalité et I'aûlhénticilé ne pouvaient être contestées     Que lès saisies arrêts pratiquées par eux aux mains des débiteurs de Leroux étaient moins uiie exécution actuelle de ce jugement qu'un acte conservatoire du droit qu'il consacrait à leur profit     Que la loi  Cn autorisant aux termes dès art  557 et 558  Cod  pîoe  le créancier à former des saisies arrêts  soit en vertu d'un tilrè authentiqué  soit en vertu de titres privés  et même sans tilre  avec lapermission dii jugé  et en n'exigéaflt  par l'art  559 du même Codé  dans l'exploit dé saisie  que là simple énonciatioh du titre  â  par cela même  dispense lé créancier de la"" discussion contradictoire de son tiirfe OÙ de son droit àii moment de la saisie  Que le législateur n'a eu pour but  en accordant cette facilité de saisiearrêt âù Créancier  que dé garantir provisoirement le droit préiëndu pat îùi  Que ce n'est que dans l'instance en validité de sa fâisie  et quand il poursuit l'exécution de êoh droit  qu'il est tenu dé justifier des causes de la saisie et de la régularité de ses titres   Qu'il suit dé ces principes que lés saisiés arrêis conduites par lé| épbux Cltàrdiiie  en vertu d'un jugement rendu en leur faveur  procédaient bien  et que c'est prénïalurément que  pour la validité de 6ès saisies  iès pfèinîersjugés ont exige la justifiéàlion de l'expédition  du jugement   ^ Réformant  dit à bon droit l'opposition formée par lès époux Clïafdinë aii jugëïhënt par défaut dii 14 nov  1844  déclaré mal fondée la demande formée par lès époux Leroux en nuliiïë dès saisiés araéts Conduites par les époux Chafdihë  etc  "; 21 hbv. Î845.;Cour roy. dé Rôueii.
684;702;LÀ CÔÛR  Statuant sur le mérite de l'opposition  La déclare ifiài fondée  et ordonne par les motifs qui y sonl énoncés  que l'arrêt par défaut du 28 mai sera exécuté  etc   ;2juill. 1846.;Cour roy. de Poitiers.
686;703;"    Attendu que la sociélé Pauwels el Visinet et comp   formée dans le but de fournir à là ville de Rouen et ses habitans  du gaz pour l'éclairage y n'a pu s'établir et se perpétuer qu'avec l'autorisation du pouvoir municipal qui  en concédant un privilège â cette compagnie  avait le droit et a pris le soin  dans le cahier des charges du 28 mai 1828  de stipuler  dans l'intérêt de lottsj les conditions auxquelles il accordait ce privilège  Attendu qu'il résulte de la nature même de la concession  comme des art  20 et 21 et de l'ensemble du cahier des charges  que l'éclairage au gaz est devenu une sorte de service public dont la compagnie ne peut s'affranchir à l'égard d'aucun consommateur  pourvu qu'il se conforme au règlement municipal     Attendu que si ce règlement  en imposant à la compagnie l'obligation de fournir le gaz à tous les habitans qui en demanderaient  a  en même temps  fixé le prix de ce gaz et indiqué le mode de paiement  il n'a rien prévu  rien statué sur la durée de l'engagement entre la compagnie et les consommateurs   Altendu que Marinier Lamy  en demandant le gaz'pour six mois  du 1er janvier au 30 juin 1846  moyennant six centimes par bec et par heure el en payant chaque mois d'avance  a fait porter ses offres surs une période qui  en compensant les jours longs par les jour courts  laisse au prix du gaz sa valeur moyenne   que Marinier"" Lamy s'est donc conformé à toutes les obligations qui étaient prescrites par le règlement municipal  et qu'ainsi ses offres auraient dû être acceeptées   Qu'à tort la compagnie  après s'être montrée plus exigeante encore  maintient cependant la prétention d'imposer à Marinier Lamy un abonnement d'une année  qu'en effet  si  le plus souvent  la société d'éclairage a obtenu des consommateurs des abonnëmens de six ans  de deux ans   ou d'un an  il est constant au procès  qu'en diverses circonstances  le gaz a été fourni au mois  et ce  sans abonnement  qu'ainsi  aucun Usage constant n'est établi relativement à la durée des engagemens   Attendu que si  à l'époque du règlement de 1838  l'abonnement fût devenu un usage adopté par le consentement de tous les consommateurs  l'autorité municipale n'eût pas manqué  dans sa prévoyance  de le consacrer et d'en régler les conditions et la durée dans l'intérêt de tous   Que son silence à cet égard prouve donc que si habituellement il y a eu des abonnëmens  ils ne sont pas même reconnus et encore moins rendus obligatoires par le règlement de 1838   et qu'ainsi  ils dérivent seulement du consentement libre et variable des consommateurs auxquels le cahier des charges laisse la faculté  de restreindre la durée de leurs engagemens à moins d'une année  pourvu que cette durée ne descende pas jusqu'à des limites qui ne seraient ni justes  ni raisonnables   Condamne Pauwels  A'isinet et comp   à fournir à Marinier Lamy  dans vingt quatre heures à partir de ce jour  si fait n'a élé  le gaz nécessaire à l'alimentation des sept becs de son magasin  conformément aux conditions du cahier dés charges  aux offres faites et aux obligations prises par l'intimé  etc   "; 5 mai 1846.;Cour roy. de Rouen.
687;704;"LA COUR    Attendu que la dame de Maynard est parlie capable pour attaquer l'acte qualifié contrat de mariage et passé le 6 août 1838  comme étant fait en fraude de la loi    Altendu que  d'après les dispositions de l'art  201  Cod  civ   le mariage qui a élé déclaré nul produit néanmoins ses effets civils  s'il a élé contracté de bonne foi     Attendu que la Cour de Poitiers  par son arrêt souverain du 7 janv  1845  a décidé que le mariage du sieur Desprades avec la demoiselle Euphémie Chopin avait élé contracté de mauvaise foi  et qu'elle l'a annulé   Attendu qu'indépendamment de cet arrêt  il esl prouvé que la demoiselle Chopin était de mauvaise foi lorsqu'elle a contracté  mariage   qu'elle savait que l'officier de l'état civil de la ville de La Rochelle avail refusé de faire les publications requises par Je_ sieur Desprades   qu'elle savait que le siëur Desprades étaïtëngagé dans les liens d'un premier mariage   Attendu  dès lors  que le^mariagc de la demoiselle Chopin avec Desprades ne peut produire des effeis civils    Attendu que le contrat de mariage du 6 août 1838  ayant élé passé en vue du mariage projeté  doil être annulé comme frauduleux et sans cause  le mariage lui même ayant élé déclaré nul   Attendu que cet acle du 6 août 1838 ne pourrait produire effet qu'autant qu'il constaterait un versement d'une somme d'argent es mains du sieur Desprades  qui  dans ce cas  en deviendrait débiteur   Attendu que cel acte élantaltaqué comme frauduleux  H y a lieu  aux termes de l'art  1353  Cod  civ   d'examiner s'il y a des présomptions graves  précises et concordantes qui démontrent que la somme de 40 000 fr   objet du litige  n'a pas été reçue parle sieur Desprades    Qu'il est énoncé dans cet acte que la demoiselle Chopin  sans profession  était fille mineure de Pierre Chopin  marchand   que la somme de 40 000 fr  en deniers comptant lui provenait d'économies et de divers dons à elle faits      Attendu  qu'il est invraisemblable qu'à l'âge de dix huit ans cette jeune tille   sans profession  ail fait 40 900 fr  d'économies  et que les donateurs ne sont pas désignés     Attendu que l'acle aété passe dans la demeure des père et mère de la demoiselle  Chopin   que cette somme  qui devait se trouver dans celte demeure  n'a pas été représentée aux notaires     Altendu que les père et mère n'ont doté leur fille que d'une somme de 1 000 fr   qu'ilsse sont obligés de payer dans un an du jour du contrat  Attendu  qu'il esl justifié par cel acte que la somme de 40 000 fr  n'a pas été comptée à Desprades   qu'il esl énoncé seulement que ladite future épouse lui en a justifié et donné connaissance   Attendu que tous ces faits constituent des présomptions graves  précises etconcordanies^qui démontrent la fraude   Attendu que les saisies à la requête de  la ' demoiselle Chopin ayant élé pratiquées en vertu de cet acte de(1)  de(1) donation faite dans les circonstances de l'espèce  c'esl ù dire en vue d'un mariage dont les parties contractantes connaissaient la nullité radicale  était entachée de fraude à laloi  or  il a été plusieurs fois jugé  comme par l'arrêt ci dessus  que la fraude à la loi  aussi bien que le dol ou là fraude envers les personnes  autorise la preuve testimoniale   et par   conséquent l'admission des présomptions graves  conlre les obligations ' éçritës danslés actes  T  sur ce point  notre Jurisprudence du XIXe '«ijclc  Table déçcnn  1831 1840  v° Preuve testimoniale  n  19 et suiy   529  Cours' royales et Conseil d'Étal   53ft  claré nul  il y a lieu d'ordonner qu'elles soient frappées de nullité   Attendu qu'il ""y a lieu de donner acte aux tiers saisis de leurs déclarations  et de déclarer valables et libératoires les paiements faits par suite de l'exécution provisoire     Par ces motifs  dit qu'il a été mal jugé  etc   dit que l'acte du 6 août 1838  qualifié contrat de mariage  est nul  frauduleux et sans cause  que la dame dëmayiiard ne doit point a la demoiselle Chopin la somme de40 000 fîv en vertu de cet acte   déclare nulles les saisies arrêts  etc   "; 16 juill. 1846. ; Cour roy. de Poitiers. 
688;705;"     Attendu que tout propriétaire d'un vignoble a le droit d'avoir une élâmpe qui porte son nom et celui du territoire dans lequel lé vin a élé récolté    Altendu que les intimées sont propriétaires du château de Canteinerle et des vignes qui en sont une dépendance  que les intimées ont seules le droit d'étamper leurs vins   château de Canlemerle puisque ce château est leur propriété exclusive  et   qu'il n'y a point de difficulté à cefr égard    Attendu que Chadeuil possède un domaine appelé   lé château de Pibran  qu'il allègue qu'il existait autrefois  entre les communes de Macau et Ludon  à l'extrémité sud de la première elau nord de la seconde  un territoire  juridiction ou paroisse appelée Canlemerle que ce territoire contenait des vignes autres que celles des intimées  et que notamment celles du sieur Chadeuil en font partie  ainsi que son domaine appelé le château de Pibran    Attendu qu'il paraît  eh effet  qu'il existait entre les deux communes  à leur cxtféniilë nord et sud  un territoire appelé Canlemerle'  lequel en était indépendant  elquipayait des contributions séparées   que Cela paraît résulter notamment 1 d'une' sentence de 'la Cour d'élection de  Guienné  du 1er sept  17U   et d'une délibération du conseil municipalde Macau  du 14 août 1791   Attendu que celle assertion du sieur Chadeuil est importante à vérifier  puisque  prouvéequ'elle fût j elle viendrait à l'appui de sa prétention    Avant faire droite ordonne que  par M  le conseiller Bonhore  assisté d'un expert géomètre  il sera fait recherche et constatation de la prétendue paroisse  juridiction ou territoire de Canlemerle  à l'efr ' fet de quoi il fera l'application des titres produits' par  Jes parties    et déterminera le périmètre dudit'territoire   permet à Chadeuil de prouver  tant par litres que par témoins  que son domaine ""de Pibran est placé  soit en totalité  soil en partie  dans le territoire   paroisse bu juridiction de* Cantemefle  elc*  ^  "; 24 mars 1846.; Cour roy. de Bordeaux. 
689;705;"    Attendu qu'il existe  dans la commune de Blaignan  mais à son extrémité et proche dû territoire des communes de Prignac  dé Sàirit Trelody et Potehsaè qui en sont configuës dans celte partie  un village appelé la Cardonne    Qu'il résulte des plans qui ont été produits et de la carte du pays  que des terrains placés autour de cèvillage sont désignés sous le nom de la Cardonne et appartiennent à divers  dans des distances et avec des confrontations différentes  distinctes et séparées des propriétés de l'appelant qui en est devenu propriétaire par suite d'âçqûisitions successives  mais qu'il n'est point propriétaire exclusif d'un domaine appelé de la Cardonne  ni propriétaire en commun d'un domaine portant le nom de la Cardonne exclusivement   Attendu qu'il est justifié par les états de section confectionnés en 1790  qu'il dépendait du domaine de Préuillac  aujourd'hui 1 possédé par M  de Laloubië  environ 16 hectares de terre en diverses natures de culture  limitrophes du village de la Cardonne   que Ces terres furent reconnues faire partie de là section de la Cardonne   Attendu qu'il est attesté par le maire de la commune de Saint Trélody et Pdtènsac  réunies  que les 16 hectaresmentionnés dans les étals de section de 1790  sont aujourd'hui comptantes  en Vignes et possédés par M  de Laloubië  d'où il suit qu'ils fontpartié du territoire désignés sous le nom de la Cardonne   que cetle attestation du maire est digne de considération  parce qu'elle émane d'un fonctionnaire public attestant une notoriété relative à ses fonctions et au territoire de là commune qu'il administre  Attendu que si  dans l'opération cadastrale qui a eu lieu en 1829   a dénomination des sections  telle ""qu'elle avait été donnée en  1790  a élé rempiacée par des lettres   alphabétiques  Ce changement nç constate  li'i une erreur  ni Une méprise  que c'est un signe indicatif d(t classetom  classetom  Cah  11° Part  34  531  Cours royales M Conseil d'État   532  nient dés sections  et qui né"" peut changer le nom dû territoire qui les compose ^Attendu qûè si quelques pièces particulières sônldésignéés par un nom spécial qui lès distingué des propriétés voiiiné^j il fl'ëh' est pas moins certain qu'elles sont situées dans lé territoire circônvôisiû du village de la Cardonne^ et rangées  sous cette dénomination générale  que cela est justifié par les divers contrats produits au procès par l'intimé  qu'il en résulte que ces divers ""propriétaires ont  comme l'appelant  le droit d'étampef leurs vins   La Cardonne   Attendu que l'intimé justifie que  depuis plus de Vingt ans  il a ainsi étampé ses vins  que  par conséquent  il joint la possession aux droits résultant dé la situation de son domaine   Attendu que  par tous ces motifs""  la décision du tribunal de Lesparre est suffisamment justifiée  que j dès lors  il n'y a pas lieu de s'occuper des conclusions subsidiaires de l'intimé    Attendu que  s'il est vrai que l'appelant a pu soutenir en droit que le propriétaire d'un vignoble est fondé à s'opposer à l'usurpation de la marque qui doit en distinguer les produits  il a erré dans le fait   que Ce principe ne peut venir a l'appui de sa prétention contre le sieur de Laloubië  et que  succombant dans sou appel  iî doit être condamné en l'amende et aux dépens     Met au néant l'appel interjeté par Fabre de Rieunègre  du jugement du tribunal civil de Lesparre du 31 août 1843   "; 2 avril 1846. ; Cour roy
691;708;LA COUR    Attendu qu'aux termes de l'art  1409  Cod  civ   11 communauté se compose passivement de toutes les dettes mobilières dont les époux étaient grevés au jour de la célébration du mariage    Attendu que la rente viagère créée et l'emprunt des 5 000 fr  fait par la veuve Parent (mère)  sont  bien que garantis par des hypothèques  des délies mobilières dont Benoît Joseph Parent était tenu personnellement pour un tiers avant son mariage  comme héritier de sa mère   Qu'il ne s'agit darfs la cause  ni du prix d'un 'immeuble acheté et non payé par l'un des époux  n' d'une soulte dont il serait débiteur par suite d'un partage d'immeubles dépendant d'une succession  cas auxquels s'appliquerait la disposition finale du n° 1er de l'art  1409 précité     Attendu qu'il n'est pas prouvé que la succession de la veuve Parent fût purement immobilière   que d'ailleurs les art  1412 el suiv  ne sont relatifs qu'aux dettes de successions échues pendant le mariage  que  quant aux dettes des successions échues antérieurement  la loi offre  pour en affranchir la communauté  un moyen auquel on n'a pas eu recours dans le contrat anlé nuptial des épouxparent Lenfant  que l'art  1437 esl sans application à la cause   Attendu qu'aucune des clauses du contrat de mariage n'apporte de dérogation a ces principes    En adoptant au surplus les motifs des premiers* juges  met l'appellation au néant  ordonne que le jugement dont est appel sortira effet  etc   ; 6 janv. 1846.;Cour roy. de Douai.
692;708;   Considérant  en ce qui concerne le capital de la rente  qu'aux termes de son contrat de mariage   la /veuve Brolnéfc avait un douaire à exercer sur les biens de son mari  ëlquece ^ douaire consîslait dans l'usufruit du tiers des iimneubles^uë celui / ci avait laissés à son décès  Considérant qu'il résulté Jespiecèf     du procès et notamment de l'interrogatoire de la veuvë Brohiërj qu'en 1825  époque de la mort de son mari  son douaire fut estimé à 2 255 fr  50 c  de revenu el liquidé en immeubles çertaips ct déterminés dont l'usufruit lui fui abandonné pendant sa vie   et que le 14 nov  1837  elle céda cet usufruit à tous ses enfans pouf le prix de 2 255 fr  50 c  de rente viagère       Considérant que le conirat du 14 nov  1837  par lequella veuve Brohier a cédé son usufruit à ses enfans  ne forme point un conirat de rente viagère proprement dite  puisqu'il a été fait dans des conditions qui lui enlèvent le caractère aléatoire  qu'en effet  quel que soit l'événé    ment du décès de la veuve Brohier  et le long temps pendant lequel la rente de 2 255 fr  50 c  aura été servie  ses enfans ne paieront ni plus ni moins que si elle eût continué à jouir de son usufruit  estimé 2 255 fr  50 c  de revenu   qu'évidemment un tel acte n'a point d'aléa  qu'il doit être considéré comme un contrai ordinaire  comme un échange  comme une cession réglée par le droit commun   que si donc les enfans ne remplissent pas leurs obligations  on doil leur appliquer non pas l'art  1978  Cod  civ   qui appartient au tilre des contrats aléatoires et dont la disposition exceptionnelle ne saurait convenir à un contrai où les parties ont procédé sans aléa  mais les art  1184 et 1654 qui disposent que la vente d'une chose est résoluble à défaut de paiement  d'où il faut conclure que la veuve Brohier était bien fondée à réclamer son douaire en nature et la mise en jouissance d'immeubles correspondais à sa rente   Confirme  etc   ; 15 juin 1846.;Cour roy. de Douai.
693;709;"LA COUR   Attendu que  d'après les dispositions de l'art  135  Cod  proc   l'exécution provisoire d'un jugement ne peut être ordonnée que dans les cas spécifiés audit article    Attendu que Danfloux cl la demoiselle Marie Habriat ne se trouvaient dans aucun des cas prévus par ledit arl  135   que c'esl donc à torique le tribunal de première instance de Bordeaux a ordonné l'exécution provisoire de son jugement du 12 fév  dernier   Attendu qu'il est bien vrai que Danfloux a un tilre exécutoire contre la dame Habriat  mais qu'il n'en a point conlre la demoiselle Habriat  demanderesse en distraction des meubles cl des effets qui ont élé saisis sur la tête de sa mère  et dont ladite demoiselle Habriat se prétend propriétaire   Par ces motifs  surseoil à l'exécution provisoire du jugement rendu par le tribunal de première instance de Bordeaux  le 12 fév  1845  jusqu'à ce qu'il ait été statué par elle sur l'appelqui a élé interjeté dudit jugement  etc   "" "; 12 mars 1845.;Cour roy. de Bordeaux.
694;709;    Attendu qu'aux termes de l'art  515 de la loi du 28 mai 1838  sur les faillites  les tribunaux doivent refuser l'homologation d'un concordat  lorsque des motifs tirés de_ l'intérêt public leur paraissent de nature à l'empêcher   Attendu que la justice ne peut donc consacrer un concordat qui renferme des conventions contraires à la loi  surtout lorsque celte loi a pour but de proléger des intérêts qui  comme la dot des femmes  touchent à l'ordre public  Attendu que la dame Lavoley  femme du failli  et mariée sous le régime dotal  a consenti  dans le concordat où elle a été admise à voter  à n'être payée du dividende promis  auquel ses créances dotales élaienl réduites  qu'après tous les autres créanciers de son mari   que de plus elle a pris l'obligation de remettre aux commissaires de la faillite une somme de 15 000 fr  qu'elle devait se faire payer par une caution d'une partie de sa dot  Altendu que la loi ne permet pas qu'une femme mariée sous le régime dolal puisse  même dans un concordat qui concerne son mari  s'imposer volontairement sur sa dol  des sacrifices pluscon sidérables que ceux que lo concordai fait nécessairement subira tous les créanciers  Attendu que les consenlemens el les obligations de la dame Lavoley ont pour résultai évident de la placer dans une position beaucoup plus mauvaise que celle des autres créanciers  et de causer  en dehors des nécessités du concordat  la perte volontaire d'une parlie de sa dol   que dès lors  la Cour doil refuser l'homologation d'un concordai qui  en violant les lois qui protègent la dol des femmes  a porté atteinte à l'intérêt public   Réformant  refuse l'homologation du concordat intervenu entre Lavoley et la majorité de ses créanciers  déclare le failli excusable  etc  ; 9 mars 1846.;Cour roy. de Rouen. 
695;715;"  Sur la fin de non recevoir   Considérant que l'action intentée par le maire de Sourdeval les Bois  avait pour objet d'obtenir le paiement d'une somme de 1600 fr   restant due aux pauvr es de cette commune  en verlu du testament fait à leur profit par Laurence  le 6 août 1831  et que les assignés s'en défendaient en soutenant que cette créance était éteinte par compensation au moyen d'un paiement de 1567 fr  50 c  qu'ils avaient fait pour le compte des légataires à l'administration de l'enregistrement l'enregistrement qu'ainsi la contestation portait sur l'existence ou l'estinction de celte créance de 1 600 fr   jusqu'à concurrence de 1567 fr  50 c   et par conséquent sur une valeur excédant les limités fixées pour le dernier ressort par la loi du 11 avr  1838     Considérant qu'à la vérité  Laurence avait plusieurs héritiers enlre lesquels on prétend que la dette s'était divisée de plein droit  de telle manière que Ja part de chacun d'eux était loin de s'élever au dessus de 1500 fr    mais que  d'abord  la créance  procédant d'une cause et d'un tilre uniques  ne devait donner lieu et n'avait effectivement donné lieu qu'à une seule action dirigée collectivement ""contre les héritiers  et par eux aussi combattue collectivement   que  d'ailleurs  il résulte clairement de l'ensemble du testament du 6 août 1831  que l'intention du testateur avait été que le legs ne pût être acquitté partiellement   de sorte que l'obligation des Héritiers étant indivisible  d'après les art  1218 et 1221  Cod  civ   chacun d'eux pouvait êlre poursuivi pour le tout  sauf son recours contre ses cohéritiers     Considérant qu'en supposant que ce ne fût pas   à proprement parler  à la créance de 1600 fr   réclamée par les légataires  qu'on dût avoir égard pour déterminer la compétence du tribunal en premier ou dernier ressort  mais à la demande en compensation des héritiers  le résultat serait le même   qu'en effet  celte de mande en compensation  collectivement formée contre la créance unique et indivisible des légataires  tendait toujours à causer à ces derniers et leur â réellement causé  par suite du jugemenlqui l'a accueillie  un préjudice deplusdè ISOÔfr    Qu'ainsi  sous tous les rapports  la fin de non recevoir proposée contre l'appel doit être rejetée    Au fond     Considérant que l'art  1016  Cod  civ   en mettant à la Charge du légataire les droits d'enregistrement du legs  s'il n'en a été autrement ordonné par le testament  Suppose  bien entendu  qu'il s'agit d'objets assujettis à un droit quelconque  et ne peut s'appliquer à ceux qui  par un privilège spécial  en sont exempts   Considérant que les rentes sur l'Etat sont affranchies de tous droits de mûtation el que le legs fait aux pauvres de Sourdevai les Bois ne consiste que dans une renie de celte espèce   qu'il esl vrai qu'après avoir déclaré que ce qu'il lègue  c'est une renie annuelleetpérpêiuellede%OdQ fr  sur le grand livre de ladettepublitque de cinq pour cent  le testateur  s'ôccupant du mode d'exécution de sa libéralité  ajoute  que dans le cas où il ne se trouverait pas de renie cinq pour cent dans sa succession  il veut et entend que  sur les plus clairs et plus apparens biens de sa succession  il soit distrait la somme nécessaire pour acheter lesdils deux mille francs de revenu annuel cinq pour cent  mais que  dans ce cas  qui s'est réalisé  ce n'est encore qu'une rente sur l'Etat qui a été léguée  que les pauvres de Sourdeval n'avaient aucun droit direct sur les valeurs mobilières ou immobilières de la succession   mais seulement une action conlre les héritiers pour les contraindre à se procurer cette rente  afin de la délivrer   que c'est ainsi que les héritiers ont eux mêmes interprété et exécuté le testament  que c'est également ainsi que l'a entendu l'administration de l'enregistrement  qui n'a point perçu le droit qui lui aurait appartenu si les pauvres eussent élé légataires du capital nécessaire pouf l'achat de la rente    Considérant que les légataires  n'ayant ainsi jamais dû obtenir  et n'ayant effectivement obtenu qu'un objet dispensé de tout droit de mutation  sont  sous ce rapport  à l'abri de toute action en répétition de la part des héritiers  que les droits ' exigés de ces derniers l'ont été pour leur propre compte  et que s'il leur paraît dur d'avoir élé obligés de les payer à raison de toutes les valeurs qui se trouvaient dans la succession  lorsqu'ils ne profitaient réellement que d'une partie de ces valeurs  ce n'est pas un motif pour faire retomber sur les légataires cette consé'■ quence rigoureuse des lois fiscales    Par ces motifs  sans avoir  (1 et 2) La première partie de la décision que nous rapportons ici paraît contraire à la jurisprudence généralement admise aujourd'hui  suivant laquelle un jugement qui statue sur une demande formée collectivement contre plusieurs parties non solidaires  en paiement d'une somme même supérieure à 1S0O fr   n'en est pas moins en dernier ressort  si la portion contribuloirede chacune des parties débitrices est inférieure à ce taux  Y  sur ce point nos observations dans notre Colleet  nouv  (Vol  1 1 8S6)  en note d'un jugement du tribunal de cassation du llfrucl  an il ^ddc  Bordeaux  22 fév  1844 (Vol  1844 2 639)  et la noie qui l'accompagne  La décision ci dessus paraît plus spécialement contraire à deux arrêts  l'un de Douai du 1S fév  1840 (Vol  1840 2 544)  l'autre de Toulouse  du 17 juin 1840 (Vol  1841 2 65)  qui ont décidé que le jugement rendu conlre les héritiers d'un débiteur en paiement d'une somme même supérieure à 1800 fr   est en dernier ressort  si la part contributoire de chacun de ces héritiers dans la délie  esl inférieure à ce taux  En effet  chacun des héritiers est lenu au paiement des legs  de la même manière qu'il est tenu au paiement des dettes de ià succession  c'esl â dire personnellement au prorata de la part et portion dont il profite dans la succession (Cod  civ   1017)  Il en résulte que dans  l'un comme 3ans l'autre cas  c'est à dire sur les demandes en délivrance de legs  comme sur les demandes en paiement des dettes de la succession yïa Compétence en dernier ressort des tribunaux de première instance devrait se déterminer de la même manière   Quant à la seconde partie de la décision  elle est à l'abri de toute critique  En effet  quand  l'obligation est solidaire ou indivisible  on ne peut se prévaloir delà pluralilétles personnes obligées pour déterminer la compétence en premier Ou dernier ressort  auprès la portion que chacune de ces personnes devra supporter en définitive  Sic  Carré  Compél  civ   tom  2  n  297   Toullier  tom  6  n  741   Benech  Trib  civ   pag  ÎS%  Cours royales et Conseil d'Èlal   552  égard à la fin de non recevoir proposée   infirme le jugement dont i est appel   dit à tort la prétention des héritiers Laurence de compenser contre les arrérages de la renie de 2 000 fr   courus depuis le 22 sept  1841  la somme de 1567 fr  50 c qu'ils soutiennent avoir payée à l'administration de l'enregistrement à la décharge des jiauvres de la commune de Sourdeval les Bois  et les condamne au paiement de la somme de 1600 formant le solde d'arrérages dont il s'agit   "; 18 mars 1846.;Cour roy. de Caen.
696;716;LA COUR    Attendu que l'expropriation pour cause d'ulililé publique fait nécessairement subir une exception à l'inaliénàbîlité absolue du fonds dotal  et à plus forle raison à l'inaliénabilité modifiée par la faculté de vendre moyennant remplacement    'Que celle clause de remplacement a  en effet  pour résultat d'entacher le contrat d'aliénation d'une condition résolutoire  à défaut d'accomplissement de laquelle le principe de Pinaliénabililé devrait garder sa force el avoir son application  landisque l'expropriation pour cause d'ulililé publique a  au contraire  pour caractère essentiel et général l'irrévocabililé de la dépossession des proprié   lairesatteints de celle mesure  Qu'il résulte de là  que le droil de la femme se trouve définiliyemenl converti en une simple créance  à laquelle aucun droit réel surson ancien immeuble dotal  ne peul plus êlre attaché     Que c'està raison de ce résultat nécessaire que la loi du 3 mai 1841 a pris soin de pourvoir auxlntérêls de la femme  au moyen du pouvoir discrétionnaire que son art   553  Cours royales el Conseil d'Etat   554  13 a confié aux tribunaux  pouvoir qui met ceux ci à même de remplacer les garanties de la dolalité par les équivalens les mieux appropriés aux circonstances     Adoptant  au surplus  les motifs qui ont détermine les premiers juges   Confirme   ; 23 juill. 1845. ; Cour roy. de Rouen.
