,page,arrêt,date,juridiction
264,186," — Adoptant les molifs des premiers juges: —A mis et met l'appellalion au néant : — Ordonne que le jugement dont est appel sortira son plein et entier effet, etc. ", 30 mars 1800. , C. r. Nimes. 
265,186," —Attendu qu'il résulte des faits et des circonstances de la cause que la partie de Me. Delhom ne fut point défendue, on ne le fut point valablement à l'époque de l'arrêt du 31 août 1808; Lois et Décisions diverses. 
187 
— Attendu qu'il résulte de la vérification faite sur les registres de la Cour , et d'autres renseignemens acquis au procès , que cet arrêt , sous les apparences d'un arrêt contradictoire , ne fut , au fait , qu'un arrêt d'expédient ; — Attendu qu'il ne s'agit pas d'examiner si la transaction dont il est question au procès est valable, mais seulement d'examiner si elle existe en fait ; — Attendu que la requête civile a été régulièrement introduite : 
Par ces motifs, disant droit sur la requête civile impétrée par le sieur Daulon contre l'arrêt du 31 août 1808 , et l'entérinant , rétracte ledit arrêt , etc. 
", 1er. mars 1850., C. r. Toulouse. 
267,187," — Adoptant les motifs des premiers juges ; — Met l'appellation au néant ; ordonne que ce dont est appel sortira son plein et entier effet , etc. ", 12 novembre 1829. , C. r. Naney. 
270,189," — Considérant qu'il résulte des dispositions combinées du Code de procédure , que l'État , lorsqu'il s'agit de domaines et de droits domaniaux , est soumis aux règles générales tracées par le Code , tant au titre des ajournemens qu'à ceux de la constitution d'avoué et des jugemens ; que s'il est facultatif au domaine de faire valoir ses droits par la production de mémoires , cette faculté ne saurait astreindre ses parties adverses à renoncer à la défense orale , et qu'au surplus l'art. 1041 dispose expressément qu'à partir du 1er, janvier 1807 , tous les procès devront être instruits conformément aux nouvelles dispositions , abrogeant à cet effet toutes les autres lois , coutumes , usages et règlemens relatifs à la procédure civile ; Considérant, d'ailleurs, que l'art. 27 de la loi du 14 ventôse an 7 , qui ne renferme aucune disposition prohibitive , peut bien avoir eu pour but de dispenser les parties de plaider, mais nullement de le leur défendre ; que si telle eût été l'intention du législateur, il en aurait fait une disposition expresse , comme à l'art. 27 de la loi du 27 ventôse an 9 , qui concerne les instances que la régie de l'enregistrement est appelée à soutenir, et qu'elle doit faire valoir par simples mémoires signifiés, et sans plaidoiries , ni constitution d'avoué ; 
Considérant, au cas particulier, que la défense orale peut d'autant moins être refusée aux défendeurs en incident , que , d'une part , les héritiers Vignacourt ont non seulement à se défendre contre les prétentions du domaine , mais qu'ils sont encore menacés déviction ; qu'il serait incohérent de limiter leurs plaidoiries à la défense en garantie, qui reste forcément dans le droit commun , tandis que leur défense au principal serait traitée par mémoire écrit et signifié ; — Par ces motifs , statuant sur l'incident , dit que les défendeurs sont autorisés à faire instruire la cause , liée entre eux , par voie de plaidoirie orale ; en conséquence , continue l'audience de la Cour au premier jour, etc. 
", 8 janvier 1850. , C. r. Colmar. 
272,189," — Considérant , sur la première question , qu'à la vérité les causes de la saisie se bornent à une somme moindre de 800 fr. ; mais que le dernier ressort ne s'établit que sur le montant de la somme sur laquelle les premiers juges ont eu à statuer , et que quoiqu'il ne s'agisse que de deux boeufs , leur valeur est indéterminée ; Considérant , sur la deuxième question , que l'intimé avait vendu à l'appelant les terres que ce dernier cultivait , et que depuis il est l'entré dans sa propriété ; qu'à la suite l'appelant a vendu les charrues , chairettes , pailles et fourrages ; — Que la défense de saisir les objets que la loi déclare immeubles par destination cesse nécessairement dans tous les cas où ils ne peuvent être appliqués à la culture, et que la vente de tous les objets aratoires , des pailles et fourrages ne permettant plus ni de nourrir des bestiaux, ni de les faire travailler, ils rentrent dans la classe des objets mobiliers qui peuvent être saisis-exéeutés pour paiement de dettes ; — Sans avoir égard au moyen d'incompétence , a mis l'appellation au néant etc. 
", 9 février 1850. , C. r. Bourges. 
273,190," — Considérant que l'art. 170 , Cod. proc. civ. , n'est applicable qu'aux exploits ou actes de la procédure dans laquelle les parties se trouvent engagées , et non aux actes d'une autre procédure qui y sont incidemment produits ; D'ailleurs , que la nullité dont est question n'a pas pour objet d'attaquer un acte de procédure proprement dit , mais bien l'exécution du jugement de séparation de la femme Bunot , à laquelle peuvent concourir certaines poursuites judiciaires sans qu'elle doive leur être assimilée ; que , sous aucun rapport , l'exception puisée dans l'article précité n'est donc admissible ; 
En ce qui louche la fin de non-recevoir , résultant de l'acquiescement prétendu donné par. Bunot dans l'acte de liquidation du 6 décembre 1825 : — Que la séparation de biens de l'appelante est attaquée à raison de l'inobservation des formalités qui étaient requises pour assurer la publicité de son exécution ; qu'il est évident que ces formalités ont été principalement établies dans l'intérêt des créanciers à qui elles sont destinées à donner les avertissemens nécessaires, pour les garantir des fraudes qu'en pareil cas les maris et les femmes commettent trop souvent au préjudice des tiers ; qu'il est , par conséquent , tout-à-fait contraire à l'esprit de la loi de supposer que le mari représente ses créanciers , quant au droit de faire valoir les nullités fondées sur le défaut de publication voulue, et qu'il puisse les priver de ce droit par l'abandon exprès ou tacite quil lui plairait d'en faire ; 
Sur le fond, qu'ainsi que l'atteste le discours du tribun au corps législatif , l'art. 872 , Cod. proc. civ., a été conçu dans l'intention de compléter l'art. 1445 , Cod. civ., en rendant générales les formalités 
formalités ne s'observaient que pour les séparations des femmes de commerçans ; qu'il a placé désormais sur la même ligne , sans distinction de la profession exercée par le mari, les publications à faire au tribunal de commerce et celles exigées au tribunal civil ; que dès qu'il leur a reconnu le même degré d'importance , on ne peut peuser qu'il ait voulu punir différemment leur omission et repousser la nullité dans un cas, lorsqu'elle doit être prononcée dans l'autre ; que les mots, le tout sans préjudice des dispositions portées dans l'article 1445, Cod. civ., qui terminent l'art. 872, ne laissent pas de doute à cet égard , puisque en effet toutes les dispositions de l'article 1445 se trouvant textuellement reproduites dans l'art. 872 , excepté celle relative à la pénalité , il est clair que ce dernier article se réfère à l'autre , non seulement pour maintenir cette disposition, mais encore pour se l'approprier : — Que l'art. 872 déclare positivement que la femme ne pourra commencer l'exécution du jugement de séparation que du jour où les formalités qu'il indique auront été remplies , ce qui , d'après les principes ci-devant déduits, doit être observé à peine de nullité ; 
En lait, que la femme Bunot a commis assignation, en liquidation de ses droits , à son mari , le 27 juillet 1825 , et qu'elle n'a présenté son jugement de séparation au greffier du tribunal de commerce de Tinchebray , pour faire les publications légales , que le lendemain ; d'où il suit que le commencement d'exécution dudit jugement , qui a eu lieu dans la quinzaine, est irrégulier et nul , ce qui emporte la nullité du surplus de ladite exécution et celle du jugement en vertu duquel il y a été procédé ; — Sans avoir égard aux fins de non recevoir opposées par la femme Bunol , confirme, etc. 
", 15 juillet 1828. , C. r. Caen. 
274,190," — Vu les art. 194 , Cod. instr. crim. , et 52 , Cod. pén. ; — Attendu que les fonctions dans lesquelles se sont immiscés Maglione et Preve sont , par les dispositions de la loi du 28 ventôse an 9 , et de l'art. 80 , Cod. comm., dans les attributions des courtiers royaux ; — Attendu que les diverses pièces émanant du consulgénéral sarde , que produisent les inculpés pour décliner la juridiction des tribunaux , ne peuvent amener ce résultat : — Qu'en effet, la voie de garantie n'étant jamais ouverte, lorsqu'il s'agit de l'application d'une disposition pénale , de même nul ne saurait , dans une instance criminelle , prendre la place de la personne qui s'y trouve impliquée , et se mettre , au lieu d'elle , sous le poids des poursuites judiciaires ; que si une telle intervention n'est point admissible , à plus forte raison faut-il écarter de simples déclarations écrites , puisqu'un témoignage oral , fait sous la foi du serment , ne lierait pas même le juge ; — Qu'ainsi , ces déclarations ne sont nullement de nature à mettre obstacle au cours de la justice , en autorisant tles inculpés à réclamer, au nom du consul de Sardaigne , une immunité hors de l'atteinte des tribunaux français , et que le consul aurait cru trouver dans le caractère diplomatique ; 
Attendu , à cet égard , qu'il ne serait point exact de dire que les consuls étrangers , dans nos villes maritimes , participent aux prérogatives d'immunité dont jouissent , pour eux et les personnes de leur suite , les ambassadeurs , les ministres et envoyés des puissances étrangères ; que ces divers délégués sont considérés comme représentant en France leur gouvernement , et sont les agens directs de leur souverain , qui leur a confié ses pouvoirs : — Que l'on ne saurait donner ce caractère au consul , qui n'est que le protecteur, le régulateur des opérations ou des difficultés de ses nationaux, l'homme enfin de la loi du pays , dont il est le mandataire , plutôt que celui de son souverain , et qu'il est dès lors compris dans la règle générale tracée par l'art. 5 du Code civil ; — Qu'ainsi , Maglione et Prevè , fussent-ils , par les pièces dont ils se prévalent , constitués les représentans du consulat sarde à Marseille , ils n'en demeureraient pas moins sous la juridiction du tribunal correctionnel de cette ville ; 
Attendu qu'il n'est nullement justifié qu'au détriment des courtiers nommés par le roi , il existe des traités qui aient donné naissance au droit réclamé par les inculpés au nom du consul sarde ; 
— Que d'ailleurs ce droit ne pourrait jamais s'étendre jusqu'à la faculté trop immense de le transmettre à un tiers sans caractère public, et qui même n'aurait fait nullement constater de sa prétendue qualité avant les opérations qui ont donné lieu à l'instance dont il s'agit ; que ces principes sont d'autant plus certains , qu'un courtier royal n'aurait pas davantage la faculté de soustraire celui qui , indument , et sans qualité , se seratI livré à des opérations de courtage , à la peine portée par la loi , en venant attester à la justice que c'est pour son compte , et dans son intérêt seul , que le mandataire les aurait faites ; — Attendu , enfin , que rien ne prouve la réalité de l'instance administrative dont excipent les inculpés, et qu'elle ne saurait d'ailleurs porter atteinte aux attributions des tribunaux ; 
— Par ces motifs , sans s'arrêter à l'appel émis par Joseph Maglione et Jean Preve , ordonne que le jugement sortira son plein et entier effet , etc. 
", 14 août 1829. , C. r. Aix. 
275,191," — Attendu , dans le fait , qu'en intentant à Roques le procès dont les dépens, mis à la charge des époux Castagné , sont objet de l'action en saisie immobilière exercée contre eux par ledit Roques , lesdits époux Castagné plaidaient pour l'avanta ge d'un pré , dit de la Couarche Haute , lequel fait partie du domaine ou métairie de Saussonières , possédé par eux par indivis , et dont le sixième avait été constitué en dot à Jeanne Gourg , dans son contrat de mariage , qui est de l'année 1780 , et qu'ainsi cette dernière n'a eu , dans cette instance , d'autre intérêt que l'avantage d'un fonds dotal ; — Attendu , en droit , que si , d'après quelques auteurs du pays de droit écrit , les biens dotaux pouvaient être aliénés pour 
le paiement des dépens dont la femme était tenue , ce n'était que lorsqu'elle avait eu une cause raisonnable de soutenir la contestation dans laquelle elle avait succombé ; — Qu'ainsi , lorsqu'une femme , plaidant pour ses paraphernaux , était condamnée aux dépens , ces dépens pouvaient être pris sur la dot , à défaut d'autres biens appartenant à la femme ; et que , si cette distinction n'avait pas été admise , il aurait été trop facile de déroger au principe général de l'inaliénabilité des dots , en profitant de l'ignorance et de la faiblesse des femmes , pour les induire dans des procès sans intérêts pour elles , ou mal fondés ; — Attendu que cette cause , juste et raisonnable , n'existait pas pour la femme , quand il s'agissait d'une contestation relative à des biens dotaux : qu'en effet , sous l'empire du droit écrit , la femme était sans droit et sans qualité pour figurer personnellement dans un procès de cette nature , parceque toutes les actions relatives à la dot résidaient sur la tête du mari , exclusivement à la femme , à moins qu'elle ne se fûtt fait séparer de biens par autorité de justice , comme l'enseigne Serres , dans ses Institutes , titre 8 , quibus alienare licet , ret non : que Pothier , Traité de la puissance du mari , 2e. part., nombre 80 , professe la même doctrine en disant que la femme transférait à son mari la propriété de ses biens dotaux , à la charge de la restitution qui devait eu être faite lors de la dissolution du mariage , pendant lequel le mari en était le véritable propriétaire , sauf qu'il ne lui était pas permis d'aliéner les biens fonds dont la dot était composée : que les mêmes principes sont aussi enseignés par Merlin en son Répertoire , dans lequel on lit , v° Dot , § 7 , n°. 2 : "" Le mari a sur les choses non estimées , c'est-à-dire les biens dotaux , une proprieté semblable à celle d'un grevé de substitution ; il peut se dire seigneur des fiefs appartenant à sa femme , contraintre les vassaux à lui rendre foi et hommage , saisir féodalement leurs fiefs , et donner main-levée des saisies qui sont faites ; il diffère en cela du simple usufruitier , parceque la propriété de la femme dort , pour ainsi dire , et repose contre les maindu mari pendant le mariage : il peut , en sa qualité de mari , intenter les actions pétitoires et possessoires : » — Que ces principes , conformes aux dispositions des lois romaines , reproduits dans l'article 1549. Cod. civ., et applicables à la cause , où il s'agit d'une dol constituée en 1783 , sous le régime du droit écrit , doivent faire décider que c'est sans qualité , et mal à propos , que Jeanne Gaurg a figuré dans le procès contre Roques : que ce dernier n'a , et ne peut avoir aucun droit sur sa dot , à raison des dépens qu'il a obtenus contre elle ; que même il existe , dans la cause , une raison partienlière pour le juger ainsi ; qu'en effet , lorigine du procès qui a existé entre Roques et les époux Castagné se trouve dans la vente d'un pré , dit de la Couarche-Haute , et dépendant de la métairie de Saussonières , qui fut faite audit Roques par Castagne seul , et sans le concours de sa femme , quoique la dot de sa femme portât sur ledit pré , comme sur toutes les autres parties du domaine , à raison de l'indivision ; qu'il est fort extraordinaire que Jeanne Gourg, n'ayant pas participé à cette vente , ait figuré personnellement dans le procès dont elle fut suivie , et que cette contradiction amène nécessairement à croire que Castagné a agi à l'insu de sa femme , ou qu'il a abusé de son ascendant sur elle , en la rendant partie dans une instance où il devait seul figurer ; qu'il résulte de tout ce dessus , qu'il faut annuller la saisie faite par Roques , en tant qu'elle frappe sur les biens dotaux de Jeanne Gourg... ; — Réformant le jugement attaqué , annulle les poursuites , etc. 
", 28 août 1828. , C. r. Toulouse. 
277,192," — Attendu qu'il ne s'agit pas , dans la cause , de faillite ; que , par conséquent , ce n'était pas au tribunal de commerce de Neûfchâteau à connaître de la contestation qui existe entre les parties ; — Met l'appellation et ce dont est appel au néant , etc. ", 9 novembre 1829.,C. r. Nancy.
278,192,"—Considérant , quant au second jugement rendu contre les époux Cavelier , que les obligations de chacune 1,000 fr., par eux souscrites , étaient valables , d'une part , en ce que le mari s'obligeait solidairement avec sa femme , et , d'une autre part , en ce que la femme , quoique mariée sous le régime dotal , avait faculté de s'obliger , sous l'autorisation de son mari , et , en outre , comme femme de laboureur , en ce qu'elle doit être rangée dans cette classe , et qu'il y a lieu de lui appliquer l'exception portée au 2°. paragraphe de l'art. 1326 , Cod. civ. ;—Met l'appel au néant, etc. ", 14 novembre 1828.,C. r. Rouen.
280,201,"— Considérant, sur la 1re. question, que la disposition de l'art. 175, Cod. proc, qui porte que toute nullité d'exploit ou d'acte de procédure est couverte, si elle n'est proposée avant toute défense ou exception, est sans application à la cause, attendu mie l'acte de réquisition de mise aux enchères n'est ni un exploit ni un acte de procédure ; Considérant, sur la 2e. question, que, parmi les conditions apposées par le législateur, sous peine de nullité, à la faculté de surenchérir, accordée aux créanciers des vendeurs, l'art. 2185. Cod. civ., exprime formellement l'obligation de notifier, dans les quarante jours, la surenchère au vendeur, débiteur principal; que celle condition est imposée d'une manière absolue, non subordonnée a la volonté du vendeur d'en exiger ou de n'en pas exiger l'accomplissement, qu'elle intéresse essentiellement l'acquéreur, à qui ia importe de connaître le sort de l'acquisition par lui faite , pour se mettre en état de remplir ses obligations; que l'opinion qui ferait dépendre de la volonté du vendeur la validité de la surenchère outre qu'elle est contraire à la disposition impérative de la loi, tendrait à jeter dans l'arbitraire l'exécution d'une mesure que le législateur a voulu régir par des principes fixes et invariables; 
Considérant, sur la 5°. question, que la surenchère, notifiée très long-temps après le décès du vendeur, l'a été à ses enfans ; mais que , bien antérieurement à cette notification , les enfans Ferré , par acte fait au greffe, avaient renoncé à la succession de leur père, à laquelle il avait été nommé de suite un curateur: que c'est à ce curateur que la notification aurait dû être faite; qu'il suit de là qu'il n'y a pas eu de signification valable de la surenchère au vendeur ou 
202 
Lois et Décisions diverses. 
à son représentant légal, et que, par conséquent, la surenchère est frappée de nullité: que Lerasle oppose en vain qu'il ignorait la renonciation des enfans Ferré ; qu'il ne tenait qu'à lui de la connaître, puisqu'elle était consignée sur des registres que la loi n'a rendus publics qu'afin que tous ceux qui y ont intérêt puissent prendre connaissance des actes dont ils renferment le dépôt; — A mis l'appellation au néant, etc. 
", 13 août 1829. , C. r. Bourges. 
281,202," — La cause présente à juger : 1°. si la surenchère de Barbat est nulle pour n'avoir pas compris le dixième du montant des contributions mises à la charge de l'acquéreur; 2°. si la Cour peut recevoir l'appel relatif à l'estimation par ventilation, et par un seul expert, de la maison comprise dans la vente, et sur laquelle a été faite la surenchère; Considérant 1°. que les contributions sont une charge des revenus qui appartenaient à l' acquéreur au moment de la vente ; que , dès lors, cette charge ne doit point être considérée comme augmentation du prix ; 
Considérant 2°. que la disposition du jugement qui porte que la ventilation sera faite par un seul expert est étrangère à Barbat, créancier surenchérisseur ; que la ventilation n'a point été demandée par lui; que Boiset, débiteur, n'a point allégué ce grief dans son appel ; que cette ventilation, elle mode de l'opérer, intéressent essentiellement l'acquéreur Brenier, qui ne s'en plaint pas, et qui n'a pas été intimé par Boiset;— Met l'appel au néant, etc. 
", 1er. août 1829. , C. r. Bourges. 
283,203," — Attendu que si les parties en étaient aux termes du contrat du 1er. prairial an 6 (20 mai 1798), le tribunal de Bagnères aurait bien jugé, eu décidant que Dominge Garonne est fondée à demander le partage de la succession de son père , bien que , moyennant la constitution quil lui fit par ce contrai, elle ait renoncé à rien exiger au-delà , trente années ne s'étant pas encore écoulées depuis le décès de son père ; et l'on objecte en vain qu'elle eût dû se faire restituer contre sa renonciation dans les dix ans qui ont suivi cette époque , suivant l'art. 1304 , Cod. civ. ; qu'il est de principe que les effets et les suites des actes, les droits et les actions qui en naissent, sont exclusivement régis par la loi sous laquelle ils lurent passés , quelque changement qui soit survenu dans la législation; qu'en consultant les lois romaines, la jurisprudence du parlement de Toulouse , dans le ressort duquel les parties étaient domiciliées, et les lois du 5 brumaire et 17 nivôse an a , en vigueur lorsque l'acte du Ier. prairial an 6 fut passé, l'enfant qui, au moyen d'un apportionnement que son père lui avait fait, soit dans un partage d'ascendant, soit par une simple constitution de dot, avait renoncé à plus rien demander, n'en conservait pas moins la faculté de réclamer réclamer qui manquait à la part que la loi lui attribuait; et il pouvait l'exercer pendant treille ans, a partir de la mort du père, sans avoir besoin de se faire relever de sa renonciation, qui était considérée comme non avenue; mais que l'acte du 1er. mai 1808 , par lequel Dominge Garonne transigea sur les difficultés que le contrai du 1er. prairial an 6 pouvait faire naître, élève contre sa demande une fin de non-recevoir insurmontable : qu'il est vrai que, passé pendant la vie de son père , cet acte était susceptible d'être annulé, aux termes de l'art. 1130, Cod. civ., comme renfermant un traité sur une succession non échue ; qu'il eût encore pu l'être connue acte de confirmation , ou de ratification, en ce qu'il ne remplit pas les conditions exigées par l'art. 1558, et comme transaction, suivant l'art. 2054, en ce qu'il a été passé en exécution d'un titre nul, sans que les parties aient expressément traité sur la nullité ; mais que ce n' étaient pas là des nullités de plein droit, qui existent par la seule force de la loi; qu' elles devaient être reconnues et prononcées par le juge , et qu'il eût fallu que Dominge Garonne les proposât , et les fit valoir dans les dix ans de la mort de son père , d'après l'art. 1304, Cod. civ., sous l'empire duquel l'acte du 1er mai 1808 a été passé ; — Qu'il en est de même de la nullité qu'elle fait résulter de la contravention à l'art. 14 de la loi du 25 ventôse an 11 , sur le notariat, en admettant que cette contravention existe; 
Qu'en vain , pour échapper à la lin de non-recevoir qu'on lui oppose , Domingo Garonne invoque la maxime : quoe sunt temporalia ad agendum sunt perpetua ad excipiendum ; — Que , sans examiner si celle maxime s'applique d'une manière absolue aux actions en rescision, ce qui paraît susceptible de graves difficultés, il est, au moins, certain qu'elle n'est faite que pour celui qui , malgré l'acte dont on poursuit l'exécution contre lui, n'a pas cessé de posséder, et que Dominge Garonne ne se trouve pas dans ce cas, puisque c'est, au contraire , son frère qui a joui sans trouble de l'hérédité du père commun , et que , quant à lui, l'acte du 1er. mai 1808 reçut à l'instant toute l'exécution dont il était susceptible; — Qu'il suit de tout cela que Dominge Garonne a perdu tout droit au partage qu'elle réclame , et que, conséquemment, le jugement qui l'a ordonné doit être réformé : — Dit avoir été mal jugé; réforme, déclare lesdits Baron et son épouse non recevables dans leur demande en partage des successions des père et mère communs, etc. 
", 4 février 1800. , C. r. Pau. 
285,204," — Considérant, relativement à la fin de non-recevoir proposée par Me. Ménager, contre l'action de Vasconcelles et sa sieur, qu'on doit distinguer entre l'action qui a pour objet l'habitude d'usure et celle qui a pour objet un fait d'usure particulier ; que la première étant de la compétence des tribunaux correctionnels, lie peut être intentée que par le ministère public , et se prescrit à la vérité par trois années ; mais que la seconde ne caractérisant qu'un acte frauduleux et dolosif, punissable par des dommagesintéréts , est de la compétence des tribunaux civils, et par conséquent conséquent à la prescription ordinaire; que, dès lors, la fin de non recevoir proposée est sans fondement ; 
Quant aux faits de preuve articulés par de Vasconcelles et sa soeur, que si, aux termes de l'art. 1341 , Cod. civ. , il n'est reçu, aucune preuve par témoins contre et outre le contenu aux actes, ni sur ce qui serait allégué avoir été dit avant, lors ou depuis les actes, ces principes reçoivent exception lorsqu'il existe un commencement do preuve par écrit, ou lorsqu'il s'agit d'obligations qui naissent des quasi-contrats et des délits ou quasi délits, conformément aux art. 1547 et 1548, même Code; — Qu'aux termes de l'art. 1563 , lorsque les actes sont attaqués pour cause de fraude ou de dol , non. seulement les preuves testimoniales peuvent être admises, mais même des présomptions graves, précises et concordantes, que la loi abandonne aux lumières et à la prudence de magistrat ; — Que , si l'on porte son examen sur L'acte des 5 et 8 février 1817, on y remarque des clauses et stipulations inusitées , qui permettent de penser que cet acte a été rédigé dans le but de faire fraude à la loi ; qu'il est extraordinaire, en effet, de voir un officielpublic simuler un prêt en lingots d'or, convertis immédiatement en pièces d'or de 20 fr. de valeur égale , pour assurer la restitution du pré! en matière de même nature , et de voir qu'un prèteur aussi précautionné néglige de percevoir des intérêts depuis l'époque du prêt jusqu'au 1er. juin suivant , lorsque ce prêt a pour objet une somme assez considérable ; qu'on doit tirer de ces stipulations une sorte de commencement de preuve par écrit, qui rend vraisem blable le fait allégué par les frère et soeur de Vasconcelles que l'acte des 5 et 8 février 1817 constitue un prêt entaché d'une usure énorme , en fraude de la loi du 5 septembre 1807, lors surtout que celle vraisemblance est fortifiée par des circonstances particulière extrêmement graves ; — Qu'il parait constant que Me. Ménager, notaire à Condé-sur-Huine, lors du prêt dont il s'agit, était notoirement connu pour prêter à intérêts usuraires, tellement qu'aujourd'hui il est poursuivi par le ministère public, non seulement pour ce fait, mais encore pour autres faits dont la gravité a autorisé l'arrestation de sa personne; que la prévention qui le frappe ajoute à la présomption de fraude qui sort de l'acte des 5 et 3 février 1817 ; qu'ainsi, la preuve offerte par la demoiselle de Vasconcelles et son frère est admissible , si, d'ailleurs , les faits sont pertinens et con cluans ;... 
Que le premier des faits articulés tend à établir qu'il l'époque du prêt, Me. Ménager est convenu qu'il retenait 6.000 fr. au sieur de Vasconcelles père , sur l'obligation des 5 et 8 février 1817, pour se remplir des intérêts au-dessus de 5 pour 100 pendant cinq ans ; mats que, s'il était remboursé avant les cinq années, il tiendrait compte audit sieur de Vasconcelles des prorata qui n'auraient pas couru sur cet excédant-,—Que le second fait tend également à établir que Me. Ménager aurait confessé à Me. Coudray, notaire, qui avait reçu l'acte, et peu de jours après le dépôt dudit acte, qu'il avait garde l'excédant des 24,400 fr. pour se remplir des intérêts au delà du taux légal pendant les cinq années stipulées dans l'obligatiou ; — Que si, dans le texte de ce second fait, les frère et soeur du Vasconcelles se sont servi du mot compté pour exprimer que Me. Ménager n'avait réellement compté à leur père que 24,430 fr. au lien de 50,000 fr. portés dans l'obligation , on ne doit pas tirer de cette expression la conséquence rigoureuse qu'elle se rapporte au fait de la numération de deniers devant le notaire, qu'à la vérité , s'il en était ainsi ce fait, tendant à établir un faux énoncé dans l'obligation des 5 et 8 février 1817, ne pourrait être admis en preuve que par la voie d'inscription en faux ; mais, qu'étant possible et même Légalement présumable, que le fait tend à établir qu'encore bien que les deniers aient été comptés , nombres et bien réellement délivrés aux emprunteurs , à la vue des notaires , la vérité serait que quels qu'aient été les moyens employés hors la vue des notaires , il n'aurait été réellement compté en définitive par Me. Ménager au sieur de Vasconcelles père , ou celui-ci n'aurait réellement reçu dudit Me. Ménager, à titre de prêt, que la somme de 24,460 fr. sur les 00,000 IV. portés dans l'obligation ; que dès lors, le fait ainsi en tendu est, comme le premier, incontestablement pertinent et concluant... ; — Infirme , admet la preuve demandée, etc. 
", 26 juillet 1827.,C.r. Caen. 
286,205," — Attendu que la dame Dauvin n'a pas formé opposition au jugement qui a prononcé la faillite de Bimar, dans les délais et les formes prescrits par l'art. 467, Cod. corn, , et qu'elle a même acquiescé à ce jugement en faisant procéder à la vérification de sa créance par les syndics ; —Déclare l'appel non recevable, etc. ", 26 mars 1850.,C. r. Paris. 
287,205," — Attendu . en droit, que les marchandises ne peuvent être revendiquées, lorsqu'avant leur arrivée, elles ont été vendues sans fraude, sur factures et connaissemens on lettres de voilure; Attendu, en fait, que les vint-cinq pièces esprit 5/6 ont été vendues, le 25 mars dernier, par Pruneaux frères à Pouchet ; que lors de cette vente, Bruneaux remit à celui-ci : 1° une facture relative à celte opération ; 2) la facture à lui fournie par Rouet et Compagnie, ses vendeurs, avec l'avis des traites par eux tirées sur Pruneaux, pour le moulant de cette facture; 5° la police d'assurance faite par Brumeaux ; — Que le connaissement a été remis par Bruneaux à Pouchet avec un endossement au profit de ce dernier, le 19 mai, avant l'arrivée des marchandises au Hâvre, et avant toute revendication ou réclamation de privilége, et plus d'un mois avant le jugement du 28 juin qui a fixé l'ouverture de la faillite de Bruneaux frères au 30 mai précédent, onze jours après la remise du connaissement; : 
Que, dans l'espèce, l'envoi du connaissement n'a pu être fait à une époque plus rapprochée , à raison du retard occasioné par la navigation de Lunel à Bordeaux; que si la vente, la remise de la facture et du connaissement eussent été faites le 19 mai, cette ' 
vente n'eût pu être contestée ; qu'elle ne peut pas l'être davantage lorsque, par la remise du connaissement, cette vente a été consommée au respect des revendiquans , le même jour 19 mai, onze jours avant la faillite, et que la revendication n'a eu lieu que le 21 juin suivant, plus d'un mois après la remise du connaissement : — Que si la loi, pour consommer la vente, à l'égard du revendiquant, exige qu'elle soit faite sur facture et connaissement , elle ne peut s'entendre qu'en ce sens, que la facture seule ne peut porter préjudice aux droits du premier vendeur ; qu'ainsi, si avant l'époque du 19 mai la revendication eût été exercée. Poncho! n'eût pu s'y opposer, parce qu'alors il n'eût pas été saisi de la facture et du connaissement , niais qu' ayant dans ses mains , le 19 mai, la facture et le connaissement, la vente à fui laite par les frères Bruneaux était légalement consommée avant toute revendication ;— Que dès lors Pouchet doit être considéré connue avant véritablement acheté sur facture et connaissement, la vente ayant. été faite sous une condition suspensive, et réalisée par le connaissement réuni à la facture ; 
Que les arrêts opposés ont bien jugé qu'il ne suffisait pas que le second acheteur, pour s'opposer à la revendication, eut seulement dans les mains la facture, ou que même il cul été subrogé à l'utilité de la lettre de voilure on connaissement ; mais que ces arrêts n'ont pas jugé et n'ont pas pu juger, contre l'esprit de la loi et l'usage du commerce , que la revendication devait être admise au préjudice du second acheteur, porteur tout à la fois de la facture et du connaissement ; que ces arrêts ont même; considère que la facture est assimilée à un acte de vente, et que le connaissement établit la tradition faite de l'objet vendu ; que dès lors la veille et la tradition des esprits vendus étant justifiées lors de la revendication, celle revendication était tardivement faite, sauf le cas de fraude prévu par la loi; 
Attendu que si une fraude a été commise par Bruneaux frères, elle ne peut atteindre Pouchet ; qu'en effet, les traites tirées par Bruneaux frères pour celle opération, et acceptées par Pouchet, ont été acquittées par ce dernier, et qu'elles sont rentrées dans tes mains. comme quilles d'effet ; que par suite, Pouchet n'a point acheté pour se remplir de ses créances antérieures, et pour se couvrir aux dépens des autres créanciers; — Confirme , etc. 
", 2 décembre 1828. ,C. r. Rouen. 
288,205," — Considérant qu'aucunes dispositions de loi n'exigent qu'une demande provisoire soit précédée d'une demande sur le fond de la prétention , ou formée avec celle du fond ; qu'une demande provisoire peut, d'après les circonstances, être intentée comme dans l'espèce, avant la demande au fond; —Confirme, etc ", 16 décembre 1829. , C. r. Poitiers. 
289,207," — Déterminée par les motifs exprimés au jugemenl de 1re. instance ; — Dit qu'il a été bien jugé , etc. ", 19 décembre 1829. , C. r. Riom. 
