,page,arrêt,date,juridiction
471,358,"–Vu l'art. 12 du Ht. 4 de la loi du 9 Cor, an 7 ;-Attendu qu'tt résulte du jugement du tnbuna) de police correctionnelle de Patmb<Buf, du t9janY. t8tt, que ce n'estque verbalement que Louis Rousseau et Joseph Bernard ont fait à t'audtence la déclaration de s'inscrire en fdui contre le procés-verbal dresse a leur charge par les préposés des douanes, le 7 dudit mois; qu'il es).é)..tb)t pareillement que cependant Housscau savait S)~ner;–Que, dès tors, d'après la disposition fortnette de t'atttcteo-dessus cité, c'est par é~nt qu')) auratt dù faire et présenter ladite dcctarjwon ;–Que cen'estquedjns le cas où cetu) qu) veut s')n&cnre en taux ne sauratt écrire nt signer, que la loi autorise le juge et le greffier à la recevon et a la signer eux mêmes Que lorsque la loi a régie d'une manière posim e et rigoureuse, une formule de pro~ eder, les tnbunaux ne peuvent s'écarter de sa dispoS!tion m pcrmetUcque l'on substitue a la forme legale une autre forme, quelque ëquna!ente qu'elle puisse para!tre;–Que cependant la Cour de justice crtnunette dont l'arrêt est attaque a déclaré rëgutièreet valablela déclaration des'tuscnre en faux, faite ~erbjtement seulement p~r Louis Rousseau, sur le motif qu'apres avoir ete écrite par le grenier, elle avait été signée par ce)ut-c),partejugeetpartedec)a!ant;–Et que, par la, cette Cour a vtotë le vœu de t'xrt. 12 de la loi du 9 flor. an 7;–Mais attendu, en ce qu) concerne Joseph Bernard, qu'il est constate que ce particulier ne savait écrire ni signer; qu'ainsi Il a suffi que sa dëciaranon fut reçue et ft) V. dans ce sens, Merlin, J!T"" JTn<crtp<. de faux, § 5 Carnot, sur l'art. 458 du Code d'Instr. crim n 4;Mangin,r''atM<!«proe«-t)er6,n.45. –aus.i, Cass. 6 jud). t809, et 29 jum. t8t0.–L'mscnption de faux est nulle lorsqu'elle n'a été Stgnee que par le greffier, Cass. 6 avril tSït; elle est nulle lorsque reçue par le président et le greffier, 1 inscrivant n'a pa~dedarequ')) ne sait écrire ni signer. Cass.6juiH. 1809;-il faut même que sa dectarauon porte qu'tt ne satt ni écrire ni <t~ner, Cass. t4 août tS07.–Mais't ""'est pas nécessaire que la dec)4ranon soit écrite de la main de l'inscrivant. Cass. 14 avril t820.–Ces diverses sotut~ons résultent, au surplus, de la combinaison des art. de la loi da 9 or. an 7, et 40 du decret du t"" germ. an t3. 
signée par le juge et le greffier pour la rendre régulière et valable;-Falsant droit sur le pourvoi deBL. le procureur générât, et sur celui de la régte des douanes;–Rejette ledit pourvoi a l'égard de Joseph Bernard; et-Casse, en ce qui concerne Louis Rousseau, etc. 
", 6 juin t8tt ,Sect. crxn.
472,359," – Vu la toi du 9: frim. an 7, art. 69. g 7, n* )"", qui assujetti à un droit de tp.)00,«)esa(ijudications, ventes, reventes, eess!ons, rétrocessions, et tout autres actes ciuts et judiciaires translatifs de propriété ou d'usufruit de biens immeubles a titre onéreui: » et ajoute « Les adjudicntions à ta folle enchère de biens de même nature sont assujetties au même droit, mais seulement sur ce qui excède le prix de iaprécédfnte adjudication, si le droit a été acquittée » Et attendu qu')) résutte évidemment de cette disposition qu'aux yeux du !é~it!ateur t'adjudication sur folle enchère et celle qui l'a précédée n'opèrent qu'une seute mutatton, puisque le prix énoncé dans les deux contrats n'est passible que d'un seul droit propurtionnft qu'i) est égaiement évident que ce droit ne peut être qu'à la charge du second adjudicataire, qui seul recueille l'avantage de cette mutation de propriété; Rejette. Du 6 juin 1811. Sect. req. Prés M. Henrion. Rapp., M. Zangiacomi. Concl., M. Merlin. 
DÉPENS.–COtfDAMNATtON.–SOUDARtTÉ. L. tfttuttai qui cot«<amn< <o!)'d'atr<met)t à des <!onimo~et-tnt<re<< les auteurs d'un libelle dt~tKfftotfe publié dans un procès, peut les condamner aussi solidairement, pour plus ample rpparanon, à tous les dépens, même à ceux de la partie de la contestation sur la~MeHe n'a eté prononcé 9t'n<<r<ocu<<M'r<Ment(t). 
(Delannoy et autres–C.Didter.j–ARRÊT. 
LA COtjR; – Attendu sur le moyen tésuitant de la violation de l'art. 130 du Code de procéd et i20:! du Code civ., eu ce que tes demandeurs ont été condamnés solidairement au paiement de tom les dépens, quoique des chefs de contestation aient été interjoques; qu'il suftit, pour ecarter ce moyen, d'obsener que les demandeuis sont condomnés solidairement par t'arret attaque en 3,000 fr dedummages-intérets au profit de Didier. Guillon et l'eneon et aux frais de l'impression, publication et ..fEche dudit arrêt, et que c'ext pour plus ample répara- 
(<) V. les conct. conf. de M. le procnrpur-gènérat Mertin dans cette affaire; leepert., f ~~ox, g 7. -En matière civile, les condamnations aux depens sont per~oaneHes. dans ce sens. Cjss 21 mess. an 4. t5 mai tSO. et M jmll 18t5 –A!a!S ici Il y a except!on à l'art. t202 du Code ci*, par fart 55 du Code pen., puisqu'il ~agit de la rep<trdUon d'un deut: peu importe que le tribunal ditit émane la décision so~t un tribunal civil. V. dans ce sens, Cass. 6MDt. )8t! 
", 6j)Hu !).,Sfct. req 
473,360,"–Vu l'art. 35 du tit. 2 de la loi du 32jmU.n9t; Constderant qu'il est établi par le jugement de première instance et par t'arrët attaqué lequel le réfère aux faits reconnus dans ce jugement, 1 que Ftaocois Pilari s'est rendu iihcttement l'intermédMure entre un eonscru et te conseil de recrutement, pourobtemr, à pm d'argent, qu'tt fût reforme, et d'avotr eligé de ce conscrit une forte somme dont Il n'aurait pas eu a rendre compte en cas de succès et dont la restitution convenue, en cas de non-réussite, n'a été que parUeHe; que ces faits reconnus conttttudtent le deht d'escroquene par dot, abus Ne creduhte, a l'aide d'espérances (.himënques et d'un crédtt imagmatre qu'ainsi, en acqu)ttant)edttP).)an, l'arret attaque a contre\emt a t'ar:. 35 de la loi du M )utt). 1791; 
Fdtsant drott sur le pourvoi de M. le procureur générât près la Cour de justtce cnmlnelle du département du Taro ;-Casse, etc. ", 7 juin t8ti., Sect. cr<m. 
474,360,"–Yu les art. 2 de la loi du 23 niv. an 13, et 557 du Code de procéd.Attendu que ta loi du 25 niv. an 13, permettant de former opposition sur les cdutionnemens permet nécessairement de former aussi sur eux des satsiesarrêts, et que ce droit d'exercer indistinctement ou l'une ou l'autre poursuite, qui est dans la nature des choses, seratt, au besoiu, consacré par les art. &57 et su)Y., du Code de procedure qui admettent indifféremment ou la saisie-arrêt ou t'oppositton, dans les cas où l'une ou l'autre voie est ouverte, puisqu'elles dérivent de la même cause et opèrent le même effet ;–Attendu que c'était d'dutdnt moins le cas de procéder par satste-eMcutton, ainsi que le veut le jugement attaqué que ce genre de poursuite ne peut s'eurcer que contre le débiteur directement, et sur des objets dont Il est personnellement en possession, et qu'it s'agissait, dans l'affaire, de diriger t enet d une contrainte précédemment decernée par la régie sur une somme déposée en mainstieices.at'cgdtddetaquette, par conséquent, il ne pouvait être procédé tégatemert que par tOie de saisie-arrêt ou opposition au choix de la régie, d'ou il suit qu'en annulant la saisiearrêt en question, sous le prétexte que la régie aurait dû procéder par voie de saisie-exécution, au heu de prendre celte de la saille-arrêt, le jugement attaqué a vioté les art. 2 de la loi du 2S niv. an t3, et 557 et suiv. du Code de procédure, ci-dessus cités,–Casse, etc. DuttjuinISt'.–Sect.ov. 
analogues, t'arret de Cass. du 13 tept. t809, et les obitertattMS qui l'accompagnent. 
conséquences de la prétention de la régie qui, des Immeubles, serait bientôt prorogée am meubles, et successivement aui objets les plus tisuets;–Attendu que l'art. t de la toi du ST vent. an 9,T)résente un argument mvtnctbte contre cette prétention, puisque cet art~te appliquant les articles 2: et 38 de ia toi du 22 fnm. an 7 aux mutation! entre vifs en propreté ou en usufruit de biens immeubles, lors même que les nouveaux possesseurs prétendratentqu'd n'existe pas de conventions écntcs entre eux et les preeédens propriétaires ou usufruitiers, ne par*lent cependant pas des jouissances et locations qu'il est clam qu'on a voulu excepter de cette disposition de ngueur,)atransact)on)ap)usordtnatre.ia plus fréquente et la plus utile sous tous les rapports, soit de l'agriculture, soit de l'allégement de la classe la monsatsëe; qu'atnsi Il faut en revenir au véritable sens de l'arucle 13 de la loi du 22 fnm. an 7, qu), quant aux locations, n'a voulu que suppléer à la non-représentation du tftre; matsqu'f) faut que ce titre ejusteetque d'autres actes le fassent connaitre, pour que le droit puisse être engë ;–D'où Il suit que la toi n'ayant pas voulu y assujemries jouissances a titre de tocaUons purement verbales. n'a pas été Viotee par le jugement dénoncé ;–Rejette etc. ", )2ju<n tsn.,Sect.c'v.
476,363,"–Vu tes art. 10 et 17 du Code civ't.;–Et attendu que tes lois anciennes quf portaient la peme de la mort civile contre les religionnaires fugitifs ont été ab'ogcespartes lois des 10 juil. et 9 dec. 1790;–Que Jean!'htt~ppeGaugain,mortent796,étattnéen France atnst que sa femme de parens franMis;–0u'aui termes de i'art. 10 du Code civil, Jean-Thomas et Pterre-Jean Gaugain fils de Jean-Phtlippe, quotque nés en pays étranger, sont Français, parce qu'ils sont nés d'un Français ", t3juin tStt.,Sect. req.
477,363,"–Attendu que quiconque parvient à abuser d'une femme par des violences, est coupable de Yto),so<t que cette femme ait déjà eu des enfans, soit qu'elle n'en ait pas eu, et que, par conséquent, les demandeurs ont été justement déclarés coupables de 'ot, d'après la declaration émtse par la Cour criminette sur le conrouis des VMtences ;–Attendu d'ailleurs, que l'acte d'accusation est dressé suivant le voeu de la toi que la procédure est régulière, et la petne justement itpphquée; Rejette, etc. ", 14 jum iSU.,Sect. crim.
478,366,"–Vu l'art. 2 de la foi du 22 frim. an 7, qu< porte « t-ei. droits d'enregistrement sont fixes et proportionnets sutvant la na~Mte e des actes et mxtattont ~ut y sont nMujeft~. » '–L'art. 3 qui porte « Le droit Bte t'app~ue aux actes, soit ctt't~, f0t( judictaires ou extrajutïtc'uoe~ Il est perçu au taux regté par !'art. 68 de la présente » Vu aussi ledit art. 68 ou tt est dit « Les actes compris sous cet article seront enregistrés, et les droits payés atnst qu'tt suit. » Vu dans la même to) tes éructes t, 5 et 6, qui renvotent, pour la percepHun du droit proportionnel, à l'art. 69 lequel porte <' Les actes et mutations compris sous cet arUcte seront eMreytttre~ et les droits payes suivant les quontés cf-aprét; B–Vu pa!ett)etnent 1 art 7, ~n porte « Les actes cn't~ et extrajudictaires seront enregistrés sur les minufef, tteMtt ou originaux. Les actes extraj'ufHoa'ret reconent cette formatné, soit sur les mtttutet, soit .tur ~<t e.rpe~«'on~. suivant tes d<stin(t!ons ct-après »-L'art. 11, qui pot te « Lorsque dans un acte quelconque soit rtt!t<, Mtt~Md'Ctfttfe ou e.rtrnjudx-Mire, Il y a plu.tteurt d!spo«nons <ndëpenda))te<ou ne dérxant pas néce'.satrement tes unes des autres, it est dû pourchacunt* d'elles, et selon son espèce, un droit par)!cut!e< ))–L'art. i2, qui porte « La tntttatton d'un ~mm<'ub)e en proprjété ou en usufruit sera sunnamment établie, pourla demande du drottd'enregxtrement. sottpart'tnscription au rotedecontr~bunonettes patemens, soit par des baux passés par le nouveau poMe«fur, ou enfin par des trantacftont ou autres actes constatant etc. » Vu enfin l'art. <3, portant » La jouissance à titre de ferme ou de location, ou d'engagement d'un Immeublc, sera outtt suffisamment établie, pour la demande et la poursuite des droits des baux ou engagemens non enre~ttfr~ par tes actes qui la feront connaftre, ou pdr des patemens de contributions, etc. » Conttderantque du rapprochement des articles ", 17 juin tSn.,Sect. civ.
479,367,"-Attendu que les faits postérieurs à la radtatton du demandeur de la hste des émigres, notamment sa cohabitation atec sa lemme, le-rendaient non recevable dans la demande en Buthté de son mariage; –~f'jette, etc. Uu i9 jum tStl.–Set.t. req -Pres M.Henrton de Pansey.– Rapp M. VaHée. Conc~ M. MerhD, proc. gên.–P< M. Strey. JCirS.–CREANCE –CHOSE JUGÉE. Le Secret tmpertat du t7 ma) 118<)8 ~ut soumet les juifs a pfOMtx'r~u'i~ o'ff t fou, Pis la va<eurde~oH)~a<iom4uu!ert<e~en leur faveur, n'est pas applicable aux creances fMtt~ottt de~)'jyemetnoMor;<t.!paMejen/brt(Sde chose Jugée avant la promulgation de ce deCt~(t). 
Dans ce cas, n'est pas nécessaire ~u't~ </ att une condatnttahott expressément prononcce sur la ie'~titmtte de la M~Mce pour ~u'~i</ ait chose jugee Il suffit que le jugement ou i'arrët prejugfant la <:ahdt(e du «tre de créance, ait declare valables les pou!ïut<et faites pour obtenir te paternel de la creaffM. (Laguesse-C Bjrrom.)–AB«&T. 
LA COUft:–Considérant qu'a )adt!Térencedu décret de 18t6. dont les dispositions ne concerfent que tes juifs de quelques dépdttetncns septeutrionaul de l'empire, et dont t'eïecution était 
(t ) C'est un point constant en jurisprudence. nos obter~aHons sur l'arrêt de Cass du7juin 1810 (dff. Sc~aMemte~), et les arras y mdtquet sur la question c'-deMus. 
(2 et 3) Toute la question est de saysir si, dans une accusation de vol, comphcite par recé)e est M fait nouveau ou une mothticauon du rot au 
d'atOeursbornéeèunan.tedénct.deiSOS'ctendant a tous les juifs,moms ceux de Bnr<fe?!)i et des départemens de la Gironde et des Landes, et devant être eïecuté pendant du ans. saufprorogatton, on doit croire que le leglslateur, qui avatt en i806 compns dans ces mesures purement proviso!res)esjugemens, n'a pas voulu les comprendre dans les mesures, en que'que sorte déBmtives, qu't) décretatten 1808;-Que cequi le prouve, c'est surtouH'enuméraHonque)e décret de 1808 fait, dans son art. t,de diverses créances qu't) entend soumettre a la preuve qu'))et)ge.et qu'tt déclare être celles résultant de lettres de change, de billets à ordre, de promesses, de contrats, sans fatre aucune mention des jugemens, dont il aurait par)?, et qu aurait compris dans cette énmneratton, comme )) t'a~att faitlors de son décr. de 1806, si telle avait été son intention en 1808; Constd'rant que, dans l'espèce, la créance a~ait déjà été sounuse et reconnue en jugement quand ces décrets sont intervenus, et que les jugemens rendus alors avaient acquis t'autonte de la chose trrëvocablement jugée Qu'amst, en refusant de soumettre cette créance a la preuve ordonnée pal l'art. 4 du décret de 1808, et requise en vertu de cet article. parce que la chose jugée n'etait pas comprise dans sa di""posiHon,tes arrêts attaqués.)oind'aYO)rvtotëceta)Hc)e,enontfan, au contratre, une juste appttcatioa; Rejette, etc. 
", t9]uin t8)t.,Sect.civ.
482,371,"-Yul'art. 65 des constitutions de l'Empire de l'an 8 et l'art. 60 de la loi du 27 ventôse suivant, qui autorise la Cour à statuer sur les demandes en règlement déjuges et en renvoi;-Statuant par règlement de juges, sans s'arrêter m avoir égard au jugement du tribunal de simple police du canton de Gènes du 25 août t dermer, lequel demeure nul et c~me non avenu,-Renvo<e l'affaire et les parties par-devant le même tribunal de simple police du canton de Gênes, pour y être procédé et statué conformément à la )o). ",27jutni8tt.,Sect.crin).
483,371," Sur les conclusions de M. le comte Merlin, procureur généra);–Vn les art. 1, 2, 5, 161, 182 et 189 du Code d'nistructton criminette et l'art. 7 de la loi du 20 avr tStO. –Et considérant qu'il résulte des dispositions de9 art. l, 2 et 3 o-dessus otés, que les tnbunaut de pottce correctionnelle ne sont autoisés à con.naitre de t'aetton Ctvtte pour la réparation do dommage causé par un déttt.que torsqu'tts sont en même temps saisis de t'acuon publique pour t'apphcanon de la peme; qu'tt suit de la que toutes fois que ces tribunaux sont légalement et directement saisis de l'action civile, tts le sont aussi et en même temps de l'action publique que, conséquemment,)ts doivent, en cas de conVtction, et aux termes des art. 161 et t89 dm Code d'instruction crtmtnette, prononcer ta peme due au déht, quelles que soient d'atlteurs tes conclusions du ministère public; Que.suivantt'art t82dudttCode,)es tnbunaux de police correctionnelle sont tégatementsatsis de la connaissance des déhts de leur compétence par la cnation directement donnéepar ta partie civile au prévenu ou à celui qui en est civilement responsable qu'amst lesdrts trtbunaux doivent, dans ce cas, statuera la fois sur l'action publique et sur l'action civile; et que, dans l'espèce le tribunal de police correctionnelle de Metz a été legalement saisi de la connaissance du déht de pêche dont était prétenu Bnssac fils par la c<tahon directement donnée par le steur Rolland, parne civile, aBrissac père, civilement responsable ;-Que,dans cet état, ledit tribunat, ayant reconnu la cutpabthté du prévenu, a du, comme il l'a fatt, prononcer et les condamnations civiles et tes condamnations pénates, et qu'en annulant les condamnations pénates, en reconnatssant néanmoins la même cutpabthte du prévenu la Cour impériale de Metz est expressément eontrevenue aui articles ci-dessus cttés du Code d'instruetton cnminelle Casse, etc. 
", 27jumt8tt.,Sect. cnm.
485,374," Vu l'art. )5 de la loi du 10 brumaire an 5; Vu aussi tes articles 21 et 22 du tit. de la loi du 2ï aoùt t79t – Et l'articie t"" du tit. t2 de la même loi; Attendu qu'il était régulièrement constate que c'est le sieur Marcoz qui s'était présente au bureau de la douane, pour y faire etpédier en transit avec destination pour l'entrepôt de Gènes, les marchandises dont it s'agit venant de t'étranger Que c'est lui qui était, à cet effet, porteur du certificat d'origine contenant déclaration de l'espèce et de la quantité desdites marchandises Qu'il devenait, par ce !eut fait, personnellement responsable de l'inexactitude de cette déclaration, comme l'auraient été les propriétaires ou tes voituriers, si c'eùt été par eux que le transit eût été demandé parce qu'en matière de contravention aux lois des douanes, la toi atteint également ceux qui agissent pour leur propre compte, et ceux qui agissent pour le compte d'autrui; Attendu qu'il a étépareitlement constaté qu'il s'est trouvé dans un des ballots déposés la veille au bureau de la douane par tes voituriers, soixante-deux pièces de mousseline excédant ce qui était porté au certificat d'origine et en la déctaration – Qu'it est pleinement indifférent que l'importation se trouvât effectuée par t'arrivée des marchandises, avant que le sieur Marcoz se soit présenté pour requérir le transit; que par leur mise en dépôt dans le bureau de la douane, jusqu'à ce qu'on vint remplir tes formalités prescrites par la toi, ces marchandises étaient restées en état d'importation comme au moment de leur introduction et quela contravention n'ayant pu être découverte et constatée qu'alors que, par le résuttat de la vérification qui y a été faite, it a été reconnu qu'il y avait soixante-deux pièces de mouchoirs <ie mousseline non portées en la déclaration, ni mentionnées dans lecertificat d'origine, la saisie a pu étre poursuivie contre celui qui avait fait ou présenté la fausse déclaration, et qui coopérait ainsi à la contravention; Qu'ainsi, en jugeant que ce n'était pas par le sieur Marcoz que tes objets saisis avaient été introduits, et que rien ne constatait, dans te procês-verbatdes préposés, qu'il eùt, par des faits antérieurs, coopéré à leur importation, la Cour de justice criminelle qui, par ces motifs, s'est bornée à prononcerla confiscation des marchandises, et a renvoyé le sieur Alarcoz de l'action dirigée contre (t) Y. conf., Merlin, «~per< F<utM« muWet, n""2. V.aussi l'art. 144 du Code forest. les termes de cet artic!esonttes mêmes que ceux de fart. ) 2 du tit.32 de )'ord. de 1669; et dés tors, la question pourraitse représenter dans une espèce semblable. (2))~.con(. dans )e même seM.Cass 26 jui)).t8tt tt23juiU.t6t2; V. aussi la note sous l'arrèt du <9 9 
lui, sous le rapport des autres peine* encourues, a méconnu le vœu des toi! ci-dessus citées, et en a violé tes dispositions ;–CasM et annulle l'arrêt rendu par la Cour de justice criminelle du département du Pô. le 20 avril dernier. 
",:8juint8ït., Sect. crim.
486,374,"–Vu les art. f du dëcr. impérial du 19 juin. )8t0 et 12 du titre 3ï de l'ordonn. de t<:69 –Attendu qu'il est constaté, par un procès-verbal régulier, que Gourrin avait été surpris au moment où, après avoir ramassé deux charges de feuilles mortes, essence de sapin, dans la forêt impériale de Saint-Daumas, i) se disposait, de son propre aveu à les charger sur un mulet et sur une ânesse qu'il avait amenés avec lui pour emporter ces feuilles Attendu que ces faits étaient suf!isans pour constituer le détit d'eulèvement de feuilles mortes;–D'où il suit que l'arrêt attaqué a vio)é tes lois précitées, en n'appliquant pas dans l'espèce, les peines que ces lois inOigent à ceux qui contreviennent à leurs dispositions;–Casse, etc. ", 28 juin iSH. , Sect. crim.
487,374," Attendu en droit que, si aux termes de l'art. 295 du Code d'inst. crim. de t808 un accusé peut obtenir du président de la Cour d'assises la permission de prendre pour conseil un de ses parcns ou amis, bort du tableau des avocats ou avoués de la Cour impériale ou de son ressort, ce même article laisse au président la faculté d'accorder ou de refuser cette permission d'où il suit que son refus à cet égard ne donnerait point ouverture a cassation Attendu, en fait, qu'il est constaté par l'interrogatoire de la réclamante devant le président de la Cour d'assises, et par le procèsverbal de la séance. qu'elle a fait choix de M* Noncey, avoué à Me)un et que cet avoué a été entendu comme son défenseur – Rejette, etc. ", 28 juin iSH.,Sect. crim. 
490,377,"–Attendu qu'il est de principe, confirmé par l'article 1202 du Code civil, que la solidarité ne se présume pas; qu'elle doit être formellement stipulée ou dénver d'une disposition de la loi;-Que, dans l'espèce, la solidarité doit d'autant moins se présumer, en vertu de l'article 42 de la toi du 2: frim. an 7, que, dans l'article qui le précède, tes notaires ont été sou- (t) y. en sens contraire, Cass. 11 brum. an 5, et la note dans laquelle nous avons retracé tes varnations de la jurisprudence, et l'opinion des auteurs. 
", 3 juillet 18H.,Sect.ctv.
491,377," Vu les art. t56 du Code du 3 brum. an 4; <t0 du Code de l'instruction criminelle 1808, et l"", sect. 6' ))v. 2, 2' part du Code pénal 1791 Attendu que la Cour de justice criminelle du département du Taro a, par son arrêt du 23 avril dermer, déclaré qu'U est constant 10 que diverses pièces de monnaies de cuivre, au coin du royaume d'Italie, et ayant cours dans l'étendue de l'empire français, les unes, de la valeur de 1 sou d'Italie, les autres de 3 centimes aussi d'Italie, ont été enduites d'un minerai blanc, exposées et distribuées, dans le cours du mois d'avrtl 1810, au préjudice de Pierre Penna, cabaretier a Gragnano, arrrondissement de Plaisance, les premières, pour des pièces de deux livres, les secondes, pour des pièces deunehvre, valeur italienne, équivalent à 3 et 1 franc de l'empire; S"" que Jacques Ribom fils est convaincu d'être celui qui a coloré en b)anc exposé et distnbué les pièces de monnaie dont il s'agit, etc. -At- tendu que ces faits constituaient le crime prévu par les to)S pénates ci-dessus rapportées, etqu't)? devaient entrainer les peines qu'elles prononcent mais qu'au lieu d'en faire l'application, la cour de justice criminelle du département dm Taro, cherchant a pailler le cnme dont Il s'agit par des consideraDons dont elle a Induit des excuses que la !o) n'admet pas, et sous le prétexte que t'attératton par elle reconnue constante n'a% ait point enlevé tes signes d)st)nct)fs de la véntabte valeur desdites monnaies, s'est bornée à appliquer au coupable des peines de pohce correctionnelle Attendu qu'en éludant a<nsi l'application de la toi, et pour un crime dont les dangereux effets intéressent aussi essentiellement le corps social que celui de t'attérjtton des monnates nationales la cour criminelle du département du Taro a non-scuiement vioté les te!tes précis des lois pénates o-dessus otées, et faussement apptiqué celle correctionnene de jutt). 1791, mais encore qu'elle a commis une usurpation de pouvoirs, en créant des excuses eicepuons et distinctions que le testateur n'a pas jugé à propos d'admettre; Casse, etc. ", 4 ju<)t. 1811.,Sect. crtm.
492,378,"-Attendu que l'art. 4 du décret du 17 mars 1808, n'est pas applicable aux obhgauons passées devant deux notatres pubhcs ou devant un notaire et des témoins, qu) font mention expresse que tes sommes reconnues ont été présentement comptees, nombrées et délivrées au débiteur en bonnes espèces sonnantes, et rettrees par le débiteur, ce qui se rencontre dans l'espèce;–Rejette, etc. ", 9 juill. 1811.,Sect. req.
493,380," Vu fart. 16 du traité de coin. merce, conclu en janvier 1787, entre la France et ta Russie, portant. Vu aussi les articles 2123 du Code civil et 1351 du même Code, aux termes duquel,pour qu')) y ait heu à l'autorité de la chose jugée,it faut que tttchosesoit ta mcme,que la demande soit fondée sur )a même cause, que la demande soit entreles mêmes paities, et formée par elles et contre elles, en la même quattté; Et attendu, sur tes deuxième et troisième moyens pris de la violation de la chose jugée en Russie, que si, d'après l'article 121 de l'ordonnance de 1629, les jugemeos étrangers sont sans autorité en France et n'empêchent pas les Français qu'))s ont condamnés, de débattre leurs droits, comme entiers par-devant leurs juges, la disposition de cet article cesse quand tt existe quelque loi politique ou quelque traité qui accorde en France à ces jugemens t'autonté de la chose jugée -Que cette exception est consacrée par la disposition de l'art. 2123 du Code civi),<]utdéc)aretesjugem6ns susceptibles d'hypothèque en France sans qu')t B0)t besoin de les faire déclarer exécutoires par M tnbunai français, torsqu'i) existe des dispositions contraires dans les lois politiques ou dans tes traités;–Attendu que, dans l'espèce, Il existait, sous la date du 11 janv. 1787, un traité de commerce entre la France et la Russie, qui, notamment dans le cas où un Français décédé en Russie, y a laissé des biens attribue, par son art. 16, aux tribunaux du pays, généralement et sans aucune sorte de distinction, le pouvoir de iu~r, selon leurs lois, tous tes débats auxquels la propriété de ces biens peut donner )ieu soit entre Français et Russes, soit entre Français seulement, et même, dans le cas où, dans le procès, il s'agiterait tncidemmenta ce débat sur la propriété une question d'état civil; et leur confère par suite, le cas y échéant, autorité de chose Jugée en France, comme si les jugemens avaient été rendus par des tnbunaux français; –Et que c'est en exécution de cet art. 16, alors encore en vigueur, ainsi qu'i) ré~uhe d'une lettre officielle du ministre des relations extérieures de France, du 26 juin dernier, que les tribunaux russes ont, par leurs jugement des tt sept. t803,t8 janv. et 11 mai t80t, envoyé, conforméfi~ent à leurs lois, la dame Champeaux Grammont et Alexandrine Cardon, sa fille, en possession des biens que feu Cardon, décédé en Russie, yavait laissés Attendu que ceux de ces jugemens tendus en 180t, souverainement et en dernier ressort par t'muuence de ce traité,devaient avoir et avaient effectivement en France la même autorité de ta chose jugée que s'ils étaient émanés des tribunaux français; Qu'en conséquence, il n'était permis, maux frères Cardon de débattre en France, comme s'its étaient entiers leurs droits dans la succession de leur frère pour ce qui en avait été régie par les tribunaux russes en 1803 et 18(M, ni aux tribunaux français de les juger de nouveau -Que, néanmoins, tts ont débattu de nouveau leurs droits devant ces derniers tribunaux, et la Cour d'appel de Pans a pris connaissance de ce nouveau débat; Et qu'en le faisant, et en jugeant, surtout dans un senscontiaire à ce qui al ait déjà été décidé souverainement et en dernier ressort, en t804, par les tribunaux russes, cette Cour a tout à la fois vioté fart. i6du traité de commerce, et tes art. 2t23 et 1351 du Code civil ci-dessus cités Parées mutifs, sans rien préjugersur tes moyens de cassation, autres que celui pris de ta violation de la chose jusée;– Casse, etc. 
DtH5ju~. t8tt.–Sect.civ.–PfM.,M.Murairc.–~app.,M. Bab[t)e.–Cône!5t. Merlin, ptoc.gén.–P! MM.Lcpicard etïluart-",parc. RÉPERTOIRE. , NoTAtRE. 
495,381," Vu l'art. 584 du Code de procéda–Attendu que le débiteur i qui il a été fait un commandement avec élection de domicile, est autorisé, par cet article, faire signifierson appel au domicile élu Que, pour que cet acte soit v.dab!e,it faut qu'il contienne assignation dans le délai de la loi, et qu'après avoir rc'))p)i ces formalités, aucune toi ne le soumet à fenoutetersonappetaudomicderéctducrcancier;–Attendu que Poulain avait rempti tout ce que la loi exigeait de tui,en faisant signifier à ce domicile élu par le créancier poursuivant sa déclaration d'appet,avec assignation dans le délai de la loi; d'oui) il suit que l'arrêt qui a ant)u)é cette signiticNti(n), et qui déclaré l'appet de Poulain non recevable, a fait une fausse application de tart.tati du Codedeprocéd.et est contrevenu à l'art. 584 du même Code; Casse, etc. ",t6juit).18ti.,Sect. civ.
